Course Code,Course Name,Description,Prerequisites
MATH 316.,  Fundamentals of Analysis I.  4 Credits.,"Rigorous treatment of topics introduced in calculus such as limits, sequences, series, the Cauchy condition, and continuity. Development of mathematical proof in these contexts. Sequence withMATH 317.Requisites:Prereq:MATH 253or equivalent; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 253or equivalent; one fromMATH 232, MATH 262,MATH 307."
MATH 317.,  Fundamentals of Analysis II.  4 Credits.,"Rigorous treatment of topics introduced in calculus such as continuity, uniform convergence, power series, differentiation, and integration. Development of mathematical proof in these contexts. Sequence withMATH 316.Requisites:Prereq:MATH 316.",Prereq:MATH 316.
MATH 320.,  Theory of Differential Equations.  4 Credits.,"An introduction to differential equations for students with background in linear algebra, with a mixture of applications and theory. Topics include linear and nonlinear equations, systems of equations, and questions of existence and uniqueness.Requisites:Prereq:MATH 281,MATH 342; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 281,MATH 342; one fromMATH 232, MATH 262,MATH 307."
MATH 341.,  Elementary Linear Algebra.  4 Credits.,Vector and matrix algebra; n-dimensional vector spaces; systems of linear equations; linear independence and dimension; linear transformations; rank and nullity; determinants; eigenvalues; inner product spaces; theory of a single linear transformation. Sequence.Requisites:Prereq:MATH 252.MATH 253is recommended.,Prereq:MATH 252.MATH 253is recommended.
MATH 342.,  Elementary Linear Algebra.  4 Credits.,Vector and matrix algebra; n-dimensional vector spaces; systems of linear equations; linear independence and dimension; linear transformations; rank and nullity; determinants; eigenvalues; inner product spaces; theory of a single linear transformation.Requisites:Prereq:MATH 341.,Prereq:MATH 341.
MATH 343.,  Statistical Models and Methods.  4 Credits.,"Review of theory and applications of mathematical statistics including estimation and hypothesis testing. Students cannot get credit for bothMATH 343andDSCI 345M/MATH 345M.Requisites:Prereq:MATH 252.Equivalent to:DSCI 345M,MATH 345MAdditional Information:BS Math or Science Area","Prereq:MATH 252.Equivalent to:DSCI 345M,MATH 345MAdditional Information:BS Math or Science Area"
MATH 345M.,  Probability and Statistics for Data Science.  4 Credits.,"Introduction to probability and statistics, with an emphasis upon topics relevant for data science. Multilisted withDSCI 345M. Students cannot get credit for bothMATH 343andDSCI 345M/MATH 345M.Requisites:Prereq:MATH 342,CS 211.Equivalent to:DSCI 345M,MATH 343","Prereq:MATH 342,CS 211.Equivalent to:DSCI 345M,MATH 343"
MATH 347.,  Fundamentals of Number Theory I.  4 Credits.,"A study of congruences, the Chinese remainder theorem, the theory of prime numbers and divisors, Diophantine equations, and quadratic reciprocity. Development of mathematical proof in these contexts. Sequence withMATH 348.Requisites:Prereq:MATH 253or equivalent; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 253or equivalent; one fromMATH 232, MATH 262,MATH 307."
MATH 348.,  Fundamentals of Number Theory II.  4 Credits.,"Study of nonlinear Diophantine equations, sums of squares, the theory of partitions, geometric number theory, and the distribution of prime numbers. Development of mathematical proof in these contexts. Sequence withMATH 347.Requisites:Prereq:MATH 347.",Prereq:MATH 347.
MATH 351.,  Elementary Numerical Analysis I.  4 Credits.,"Basic techniques of numerical analysis and their use on computers. Topics include root approximation, linear systems, interpolation, integration, and differential equations. Sequence.Requisites:Prereq:MATH 253or equivalent; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 253or equivalent; one fromMATH 232, MATH 262,MATH 307."
MATH 352.,  Elementary Numerical Analysis II.  4 Credits.,"Basic techniques of numerical analysis and their use on computers. Topics include root approximation, linear systems, interpolation, integration, and differential equations.Requisites:Prereq:MATH 351.",Prereq:MATH 351.
MATH 391.,  Fundamentals of Abstract Algebra I.  4 Credits.,"Introduction to algebraic structures including groups, rings, fields, and polynomial rings. Sequence.Requisites:Prereq:MATH 341; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 341; one fromMATH 232, MATH 262,MATH 307."
MATH 392.,  Fundamentals of Abstract Algebra II.  4 Credits.,"Introduction to algebraic structures including groups, rings, fields, and polynomial rings.Requisites:Prereq:MATH 391.",Prereq:MATH 391.
MATH 394.,  Geometries from an Advanced Viewpoint I.  4 Credits.,"Topics in Euclidean geometry in two and three dimensions including constructions. Emphasizes investigations, proofs, and challenging problems. For prospective secondary and middle school teachers.Requisites:Prereq:MATH 253or equivalent; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 253or equivalent; one fromMATH 232, MATH 262,MATH 307."
MATH 395.,  Geometries from an Advanced Viewpoint II.  4 Credits.,"Analysis of problems in Euclidean geometry using coordinates, vectors, and the synthetic approach. Transformations in the plane and space and their groups. Introduction to non-Euclidean geometries. For prospective secondary teachers.Requisites:Prereq:MATH 394.",Prereq:MATH 394.
MATH 397.,  History and Applications of Calculus.  4 Credits.,"Historical applications of calculus. Topics may include volumes by the method of exhaustion, Archimedean spiral, Kepler problem, calculus of variations, brachistochrone problem, spread of infectious disease, analysis of savings.Requisites:Prereq:MATH 253; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 253; one fromMATH 232, MATH 262,MATH 307."
MATH 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MATH 401.,  Research: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
MATH 403.,  Thesis.  1-4 Credits.,Repeatable.Repeatable 99 times,
MATH 405.,  Reading and Conference: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
MATH 407.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
MATH 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MATH 411.,  Functions of a Complex Variable I.  4 Credits.,"Complex numbers, linear fractional transformations, Cauchy-Riemann equations, Cauchy's theorem and applications, power series, residue theorem, harmonic functions, contour integration, conformal mapping, infinite products. Sequence.Requisites:Prereq:MATH 281; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 281; one fromMATH 232, MATH 262,MATH 307."
MATH 412.,  Functions of a Complex Variable II.  4 Credits.,"Complex numbers, linear fractional transformations, Cauchy-Riemann equations, Cauchy's theorem and applications, power series, residue theorem, harmonic functions, contour integration, conformal mapping, infinite products.Requisites:Prereq:MATH 411.",Prereq:MATH 411.
MATH 413.,  Introduction to Analysis I.  4 Credits.,"Differentiation and integration on the real line and in a dimensional Euclidean space; normed linear spaces and metric spaces; vector field theory and differential forms. Sequence.Requisites:Prereq:MATH 282,MATH 317.","Prereq:MATH 282,MATH 317."
MATH 414.,  Introduction to Analysis II.  4 Credits.,Differentiation and integration on the real line and in a dimensional Euclidean space; normed linear spaces and metric spaces; vector field theory and differential forms.Requisites:Prereq:MATH 413.,Prereq:MATH 413.
MATH 415.,  Introduction to Analysis III.  4 Credits.,Differentiation and integration on the real line and in a dimensional Euclidean space; normed linear spaces and metric spaces; vector field theory and differential forms. Sequence.Requisites:Prereq:MATH 414.,Prereq:MATH 414.
MATH 421M.,  Partial Differential Equations: Fourier Analysis I.  4 Credits.,"Introduction to PDEs with a view towards applications in physics.   Wave and heat equations, classical Fourier series on the circle, Bessel and Legendre series.  Multilisted withPHYS 421M.Requisites:Prereq:MATH 253; one fromMATH 256,MATH 281.Equivalent to:PHYS 421M","Prereq:MATH 253; one fromMATH 256,MATH 281.Equivalent to:PHYS 421M"
MATH 422.,  Partial Differential Equations: Fourier Analysis II.  4 Credits.,General theory of PDEs; the Fourier transform. Laplace and Poisson equations; Green's functions and application. Mean value theorem and max-min principle.Requisites:Prereq:MATH 421MorPHYS 421M.,Prereq:MATH 421MorPHYS 421M.
MATH 425.,  Statistical Methods I.  4 Credits.,"Statistical methods for upper-division and graduate students anticipating research in nonmathematical disciplines. Presentation of data, sampling distributions, tests of significance, confidence intervals, linear regression, analysis of variance, correlation, statistical software. Sequence. Only nonmajors and nonminors may receive upper-division credit. Students cannot receive credit for bothSTAT 243ZandMATH 425.Requisites:Prereq:MATH 111Zor satisfactory placement test score.Equivalent to:MATH 243,STAT 243ZAdditional Information:BS Math","Prereq:MATH 111Zor satisfactory placement test score.Equivalent to:MATH 243,STAT 243ZAdditional Information:BS Math"
MATH 431.,  Introduction to Topology I.  4 Credits.,"Elementary point-set topology with an introduction to combinatorial topology and homotopy. Sequence withMATH 432,MATH 434.Requisites:Prereq:MATH 317.",Prereq:MATH 317.
MATH 432.,  Introduction to Topology II.  4 Credits.,"Introduction to differential topology and de Rham cohomology. Sequence withMATH 431,MATH 434.Requisites:Prereq:MATH 281,MATH 341,MATH 431.","Prereq:MATH 281,MATH 341,MATH 431."
MATH 433.,  Introduction to Differential Geometry.  4 Credits.,"Plane and space curves, Frenet-Serret formula surfaces. Local differential geometry, Gauss-Bonnet formula, introduction to manifolds.Requisites:Prereq:MATH 282,MATH 342; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 282,MATH 342; one fromMATH 232, MATH 262,MATH 307."
MATH 434.,  Introduction to Topology III.  4 Credits.,Introduction to differential topology and de Rham cohomology. Sequence.Requisites:Prereq:MATH 432.,Prereq:MATH 432.
MATH 441.,  Linear Algebra.  4 Credits.,"Theory of vector spaces over arbitrary fields, theory of a single linear transformation, minimal polynomials, Jordan and rational canonical forms, quadratic forms, quotient spaces.Requisites:Prereq:MATH 342; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 342; one fromMATH 232, MATH 262,MATH 307."
MATH 444.,  Introduction to Abstract Algebra I.  4 Credits.,"Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory. Sequence.Requisites:Prereq:MATH 342; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 342; one fromMATH 232, MATH 262,MATH 307."
MATH 445.,  Introduction to Abstract Algebra II.  4 Credits.,"Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory.Requisites:Prereq:MATH 444.",Prereq:MATH 444.
MATH 446.,  Introduction to Abstract Algebra III.  4 Credits.,"Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory.Requisites:Prereq:MATH 445.",Prereq:MATH 445.
MATH 456.,  Networks and Combinatorics.  4 Credits.,"Fundamentals of modern combinatorics; graph theory; networks; trees; enumeration, generating functions, recursion, inclusion and exclusion; ordered sets, lattices, Boolean algebras.Requisites:Prereq: one fromMATH 232, MATH 262,MATH 307.","Prereq: one fromMATH 232, MATH 262,MATH 307."
MATH 458.,  Introduction to Mathematical Cryptography.  4 Credits.,"Mathematical theory of public key cryptography. Finite field arithmetic, RSA and Diffie-Hellman algorithms, elliptic curves, generation of primes, factorization techniques. Offered alternate years.Requisites:Prereq:MATH 341.Additional Information:BS Math",Prereq:MATH 341.Additional Information:BS Math
MATH 461.,  Introduction to Mathematical Methods of Statistics I.  4 Credits.,"Discrete and continuous probability models; useful distributions; applications of moment-generating functions; sample theory with applications to tests of hypotheses, point and confidence interval estimates. Sequence.Requisites:Prereq:MATH 253or MATH 263; one fromMATH 232, MATH 262,MATH 307.","Prereq:MATH 253or MATH 263; one fromMATH 232, MATH 262,MATH 307."
MATH 462.,  Introduction to Mathematical Methods of Statistics II.  4 Credits.,"Discrete and continuous probability models; useful distributions; applications of moment-generating functions; sample theory with applications to tests of hypotheses, point and confidence interval estimates.Requisites:Prereq:MATH 461.",Prereq:MATH 461.
MATH 463.,  Mathematical Methods of Regression Analysis and Analysis of Variance.  4 Credits.,"Multinomial distribution and chi-square tests of fit, simple and multiple linear regression, analysis of variance and covariance, methods of model selection and evaluation, use of statistical software.Requisites:Prereq:MATH 342,MATH 462.","Prereq:MATH 342,MATH 462."
MATH 467.,  Stochastic Processes.  4 Credits.,"Basics of stochastic processes including Markov chains, martingales, Poisson processes, Brownian motion and their applications.Requisites:Prereq:MATH 341,MATH 461.","Prereq:MATH 341,MATH 461."
MATH 497M.,  Deterministic Dynamical Modeling in Biology.  4 Credits.,"This course covers deterministic dynamical models in biology, i.e., models that describe the behavior of a biological system over time as a result of internal feedback loops and external forcings. The focus will be on differential equations, discrete-time models and related computational (programming) tools. Multilisted withBI 497M.Requisites:Prereq: One fromMATH 242,MATH 247,MATH 252, MATH 262,MATH 320; one fromSTAT 243Z,DSCI 345M,MATH 345M,MATH 461,MATH 467.Equivalent to:BI 497M","Prereq: One fromMATH 242,MATH 247,MATH 252, MATH 262,MATH 320; one fromSTAT 243Z,DSCI 345M,MATH 345M,MATH 461,MATH 467.Equivalent to:BI 497M"
MATH 499M.,  Stochastic Dynamical Modeling in Biology.  4 Credits.,"This course covers stochastic dynamical models in biology, i.e., mathematical models that describe the behavior of non-deterministic biological systems as a result of internal feedback loops, external forcings and random processes. Topics include stochastic iterative maps, Markov chains, vector autoregression models, and time series analysis. Multilisted withBI 499M.Requisites:Prereq: One fromMATH 242,MATH 247,MATH 252, MATH 262,MATH 320; one fromSTAT 243Z,DSCI 345M,MATH 345M,MATH 461,MATH 467. Basic programming skills recommended.Equivalent to:BI 499M","Prereq: One fromMATH 242,MATH 247,MATH 252, MATH 262,MATH 320; one fromSTAT 243Z,DSCI 345M,MATH 345M,MATH 461,MATH 467. Basic programming skills recommended.Equivalent to:BI 499M"
MATH 503.,  Thesis.  1-12 Credits.,Repeatable.Repeatable 99 times,
MATH 507.,  Seminar: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
MATH 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MATH 511.,  Functions of a Complex Variable I.  4 Credits.,"Complex numbers, linear fractional transformations, Cauchy-Riemann equations, Cauchy's theorem and applications, power series, residue theorem, harmonic functions, contour integration, conformal mapping, infinite products. Sequence.",
MATH 512.,  Functions of a Complex Variable II.  4 Credits.,"Complex numbers, linear fractional transformations, Cauchy-Riemann equations, Cauchy's theorem and applications, power series, residue theorem, harmonic functions, contour integration, conformal mapping, infinite products.Requisites:Prereq:MATH 511.",Prereq:MATH 511.
MATH 513.,  Introduction to Analysis I.  4 Credits.,Differentiation and integration on the real line and in a dimensional Euclidean space; normed linear spaces and metric spaces; vector field theory and differential forms. Sequence.,
MATH 514.,  Introduction to Analysis II.  4 Credits.,Differentiation and integration on the real line and in a dimensional Euclidean space; normed linear spaces and metric spaces; vector field theory and differential forms. Sequence.Requisites:Prereq:MATH 513.,Prereq:MATH 513.
MATH 515.,  Introduction to Analysis III.  4 Credits.,Differentiation and integration on the real line and in a dimensional Euclidean space; normed linear spaces and metric spaces; vector field theory and differential forms. Sequence.Requisites:Prereq:MATH 514.,Prereq:MATH 514.
MATH 521M.,  Partial Differential Equations: Fourier Analysis I.  4 Credits.,"Introduction to PDEs with a view towards applications in physics.   Wave and heat equations, classical Fourier series on the circle, Bessel and Legendre series.  Multilisted withPHYS 521M.",
MATH 522.,  Partial Differential Equations: Fourier Analysis II.  4 Credits.,General theory of PDEs; the Fourier transform. Laplace and Poisson equations; Green's functions and application. Mean value theorem and max-min principle.Requisites:Prereq: MATH 521.,Prereq: MATH 521.
MATH 525.,  Statistical Methods I.  4 Credits.,"Statistical methods for upper-division and graduate students anticipating research in nonmathematical disciplines. Presentation of data, sampling distributions, tests of significance, confidence intervals, linear regression, analysis of variance, correlation, statistical software. Sequence. Only nonmajors may receive graduate credit.",
MATH 531.,  Introduction to Topology I.  4 Credits.,"Elementary point-set topology with an introduction to combinatorial topology and homotopy. Sequence withMATH 532,MATH 534.",
MATH 532.,  Introduction to Topology II.  4 Credits.,"Introduction to differential topology and de Rham cohomology. Sequence withMATH 531,MATH 534.Requisites:Prereq:MATH 531.",Prereq:MATH 531.
MATH 533.,  Introduction to Differential Geometry.  4 Credits.,"Plane and space curves, Frenet-Serret formula surfaces. Local differential geometry, Gauss-Bonnet formula, introduction to manifolds.",
MATH 534.,  Introduction to Topology III.  4 Credits.,"Introduction to differential topology and de Rham cohomology. Sequence withMATH 531,MATH 532.Requisites:Prereq:MATH 352.",Prereq:MATH 352.
MATH 541.,  Linear Algebra.  4 Credits.,"Theory of vector spaces over arbitrary fields, theory of a single linear transformation, minimal polynomials, Jordan and rational canonical forms, quadratic forms, quotient spaces.",
MATH 544.,  Introduction to Abstract Algebra I.  4 Credits.,"Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory. Sequence.",
MATH 545.,  Introduction to Abstract Algebra II.  4 Credits.,"Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory.Requisites:Prereq:MATH 544.",Prereq:MATH 544.
MATH 546.,  Introduction to Abstract Algebra III.  4 Credits.,"Theory of groups, rings, and fields. Polynomial rings, unique factorization, and Galois theory.Requisites:Prereq:MATH 545.",Prereq:MATH 545.
MATH 556.,  Networks and Combinatorics.  4 Credits.,"Fundamentals of modern combinatorics; graph theory; networks; trees; enumeration, generating functions, recursion, inclusion and exclusion; ordered sets, lattices, Boolean algebras.",
MATH 561.,  Introduction to Mathematical Methods of Statistics I.  4 Credits.,"Discrete and continuous probability models; useful distributions; applications of moment-generating functions; sample theory with applications to tests of hypotheses, point and confidence interval estimates. Sequence.",
MATH 562.,  Introduction to Mathematical Methods of Statistics II.  4 Credits.,"Discrete and continuous probability models; useful distributions; applications of moment-generating functions; sample theory with applications to tests of hypotheses, point and confidence interval estimates.Requisites:Prereq:MATH 561.",Prereq:MATH 561.
MATH 563.,  Mathematical Methods of Regression Analysis and Analysis of Variance.  4 Credits.,"Multinomial distribution and chi-square tests of fit, simple and multiple linear regression, analysis of variance and covariance, methods of model selection and evaluation, use of statistical software.Requisites:Prereq:MATH 562.",Prereq:MATH 562.
MATH 567.,  Stochastic Processes.  4 Credits.,"Basics of stochastic processes including Markov chains, martingales, Poisson processes, Brownian motion and their applications.Requisites:Prereq:MATH 561.",Prereq:MATH 561.
MATH 597M.,  Deterministic Dynamical Modeling in Biology.  4 Credits.,"This course covers deterministic dynamical models in biology, i.e., models that describe the behavior of a biological system over time as a result of internal feedback loops and external forcings. The focus will be on differential equations, discrete-time models and related computational (programming) tools. Multilisted withBI 597M.",
MATH 599M.,  Stochastic Dynamical Modeling in Biology.  4 Credits.,"This course covers stochastic dynamical models in biology, i.e., mathematical models that describe the behavior of non-deterministic biological systems as a result of internal feedback loops, external forcings and random processes. Topics include stochastic iterative maps, Markov chains, vector autoregression models, and time series analysis. Multilisted withBI 599M.",
MATH 600M.,  Temporary Mulitlisted Course.  1-5 Credits.,Repeatable.Repeatable 99 times,
MATH 601.,  Research: [Topic].  1-9 Credits.,Repeatable.Repeatable 99 times,
MATH 603.,  Dissertation.  1-16 Credits.,Repeatable.Repeatable 99 times,
MATH 604.,  Internship: [Topic].  1-9 Credits.,Repeatable.Repeatable 99 times,
MATH 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
MATH 607.,  Seminar: [Topic].  1-5 Credits.,"Repeatable. Topics include Advanced Topics in Geometry, Ring Theory, Teaching Mathematics.Repeatable 99 times",
MATH 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MATH 616.,  Real Analysis.  4-5 Credits.,"Measure and integration theory, differentiation, and functional analysis with point-set topology as needed. Sequence.",
MATH 617.,  Real Analysis.  4-5 Credits.,"Measure and integration theory, differentiation, and functional analysis with point-set topology as needed. Sequence.Requisites:Prereq:MATH 616.",Prereq:MATH 616.
MATH 618.,  Real Analysis.  4-5 Credits.,"Measure and integration theory, differentiation, and functional analysis with point-set topology as needed. Sequence.Requisites:Prereq:MATH 617.",Prereq:MATH 617.
MATH 634.,  Algebraic Topology.  4-5 Credits.,"Development of homotopy, homology, and cohomology with point-set topology as needed. Sequence.",
MATH 635.,  Algebraic Topology.  4-5 Credits.,"Development of homotopy, homology, and cohomology with point-set topology as needed. Sequence.Requisites:Prereq:MATH 634.",Prereq:MATH 634.
MATH 636.,  Algebraic Topology.  4-5 Credits.,"Development of homotopy, homology, and cohomology with point-set topology as needed. Sequence.Requisites:Prereq:MATH 635.",Prereq:MATH 635.
MATH 637.,  Differential Geometry.  4-5 Credits.,"Topics include curvature and torsion, Serret-Frenet formulas, theory of surfaces, differentiable manifolds, tensors, forms and integration. Sequence.",
MATH 638.,  Differential Geometry.  4-5 Credits.,"Topics include curvature and torsion, Serret-Frenet formulas, theory of surfaces, differentiable manifolds, tensors, forms and integration. Sequence.Requisites:Prereq:MATH 637.",Prereq:MATH 637.
MATH 639.,  Differential Geometry.  4-5 Credits.,"Topics include curvature and torsion, Serret-Frenet formulas, theory of surfaces, differentiable manifolds, tensors, forms and integration. Sequence.",
MATH 647.,  Abstract Algebra.  4-5 Credits.,"Group theory, fields, Galois theory, algebraic numbers, matrices, rings, algebras. Sequence.",
MATH 648.,  Abstract Algebra.  4-5 Credits.,"Group theory, fields, Galois theory, algebraic numbers, matrices, rings, algebras. Sequence.Requisites:Prereq:MATH 647.",Prereq:MATH 647.
MATH 649.,  Abstract Algebra.  4-5 Credits.,"Group theory, fields, Galois theory, algebraic numbers, matrices, rings, algebras. Sequence.Requisites:Prereq:MATH 648.",Prereq:MATH 648.
MATH 672.,  Theory of Probability.  4-5 Credits.,"Measure and integration, probability spaces, laws of large numbers, central-limit theory, conditioning, martingales, random walks.Requisites:Prereq: MATH 671.",Prereq: MATH 671.
MATH 673.,  Theory of Probability.  4-5 Credits.,"Measure and integration, probability spaces, laws of large numbers, central-limit theory, conditioning, martingales, random walks.Requisites:Prereq:MATH 672.",Prereq:MATH 672.
MATH 681.,  Advanced Algebra: [Topic].  4-5 Credits.,"Repeatable. Topics selected from theory of finite groups, representations of finite groups, Lie groups, Lie algebras, algebraic groups, ring theory, algebraic number theory.Repeatable 99 times",
MATH 682.,  Advanced Algebra: [Topic].  4-5 Credits.,"Repeatable. Topics selected from theory of finite groups, representations of finite groups, Lie groups, Lie algebras, algebraic groups, ring theory, algebraic number theory.Repeatable 99 times",
MATH 683.,  Advanced Algebra: [Topic].  4-5 Credits.,"Repeatable. Topics selected from theory of finite groups, representations of finite groups, Lie groups, Lie algebras, algebraic groups, ring theory, algebraic number theory.Repeatable 99 times",
MATH 684.,  Advanced Analysis: [Topic].  4-5 Credits.,"Repeatable. Topics selected from Banach algebras, operator theory, functional analysis, harmonic analysis on topological groups, theory of distributions.Repeatable 99 times",
MATH 685.,  Advanced Analysis: [Topic].  4-5 Credits.,"Repeatable. Topics selected from Banach algebras, operator theory, functional analysis, harmonic analysis on topological groups, theory of distributions.Repeatable 99 times",
MATH 686.,  Advanced Analysis: [Topic].  4-5 Credits.,"Repeatable. Topics selected from Banach algebras, operator theory, functional analysis, harmonic analysis on topological groups, theory of distributions.Repeatable 99 times",
MATH 690.,  Advanced Geometry and Topology: [Topic].  4-5 Credits.,"Repeatable. Topics selected from classical and local differential geometry; symmetric spaces; low-dimensional topology; differential topology; global analysis; homology, cohomology, and homotopy; differential analysis and singularity theory; knot theory.Repeatable 99 times",
MATH 691.,  Advanced Geometry and Topology: [Topic].  4-5 Credits.,"Repeatable. Topics selected from classical and local differential geometry; symmetric spaces; low-dimensional topology; differential topology; global analysis; homology, cohomology, and homotopy; differential analysis and singularity theory; knot theory.Repeatable 99 times",
MATH 692.,  Advanced Geometry and Topology: [Topic].  4-5 Credits.,"Repeatable. Topics selected from classical and local differential geometry; symmetric spaces; low-dimensional topology; differential topology; global analysis; homology, cohomology, and homotopy; differential analysis and singularity theory; knot theory.Repeatable 99 times",
MDVL 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MDVL 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MDVL 403.,  Thesis.  1-8 Credits.,Repeatable.Repeatable 99 times,
MDVL 405.,  Reading and Conference: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MDVL 406.,  Field Studies: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
MDVL 408.,  Workshop: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
MDVL 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MDVL 503.,  Thesis.  1-8 Credits.,Repeatable.Repeatable 99 times,
MDVL 508.,  Workshop: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
MDVL 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MENA 111.,  Media Coverage of the Middle East.  4 Credits.,"This course deals with how the Middle East has been portrayed in the U.S. through news reports, films, graphic novels, Web pages, and other media. It examines the construction of ""the Middle East” as a category of inquiry, and explores ethical issues surrounding this construction.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",
MENA 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MENA 200M.,  Temp Multilist Course.  4 Credits.,,
MENA 299.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MENA 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MENA 401.,  Research: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MENA 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
MENA 405.,  Reading and Conference: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MENA 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MENA 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,
MENA 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MIL 121.,  Military Science I.  2 Credits.,"Constitutional beginnings, organization, and role of today's army; physical fitness; introduction to equipment and small-unit operations.",
MIL 122.,  Military Science I.  2 Credits.,"Operational and survival skills, topographic map reading and land navigation, first-aid, small-unit tactics, and practical exercises with Army weapons and equipment.",
MIL 123.,  Military Science I.  2 Credits.,"Characteristics and methods of successful leadership--building trust, understanding, cooperation, and communication; responsibilities of leadership including personal motivation and ethics.",
MIL 131.,  Physical Training.  1 Credit.,Participatory physical training program that follows the U.S. Army's physical fitness program. Prepares students for the rigors of military activities through a systematic physical conditioning process. Repeatable five times for a maximum of 6 credits.Repeatable 5 times for a maximum of 6 creditsAdditional Information:General Limitation applies: Activity Course,
MIL 141.,  Ranger Challenge.  3 Credits.,Course training focuses on basic infantry individual and team skills. Course culminates in squad-sized teams competing against other schools in the region. Repeatable once for a maximum of 6 credits.Repeatable 1 time for a maximum of 6 credits,
MIL 191.,  Leadership Laboratory.  1 Credit.,"Repeatable. Laboratory for practical experience. Assesses cadet leadership potential, communication, problem-solving, and decision-making skills. One field-training exercise a term. Repeatable five times for maximum of 6 credits.Repeatable 5 times for a maximum of 6 credits",
MIL 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable. A current topic is Physical Fitness Training. Repeatable six times for maximum of 6 credits.Repeatable 6 times for a maximum of 6 credits,
MIL 221.,  Military Science II.  2 Credits.,"Basic leadership and technical military skills--map reading, first aid, and communication skills. Focus is individual abilities and building effective teams.",
MIL 222.,  Military Science II.  2 Credits.,"Purpose, roles, and obligations of commissioned officers; organizational values and their application to the decision-making process; military tactics in small-unit operations.",
MIL 223.,  Military Science II.  2 Credits.,Self and team development in Army operations; comprehension and use of the five-paragraph Operations Order; tactics; land navigation.,
MIL 321.,  Military Science III.  4 Credits.,"Teaches the sixteen leadership dimensions and application to infantry tactics, operation orders, and orienteering. Lectures, laboratory, field training exercises.Requisites:Pre- or coreq:MIL 223.",.
MIL 322.,  Military Science III.  4 Credits.,"Strengthens individual abilities with experience in marksmanship, drill, and tactics. Lectures, laboratory, field training exercises.Requisites:Prereq:MIL 223",Prereq:MIL 223
MIL 323.,  Military Science III.  4 Credits.,"Evaluates leadership abilities in tactical and nontactical settings. Lectures, laboratory, field training exercises.Requisites:Prereq:MIL 223",Prereq:MIL 223
