Course Code,Course Name,Description,Prerequisites
MIL 191.,  Leadership Laboratory.  1 Credit.,"Repeatable. Laboratory for practical experience. Assesses cadet leadership potential, communication, problem-solving, and decision-making skills. One field-training exercise a term. Repeatable five times for maximum of 6 credits.Repeatable 5 times for a maximum of 6 credits",None
MIL 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable. A current topic is Physical Fitness Training. Repeatable six times for maximum of 6 credits.Repeatable 6 times for a maximum of 6 credits,None
MIL 221.,  Military Science II.  2 Credits.,"Basic leadership and technical military skills--map reading, first aid, and communication skills. Focus is individual abilities and building effective teams.",None
MIL 222.,  Military Science II.  2 Credits.,"Purpose, roles, and obligations of commissioned officers; organizational values and their application to the decision-making process; military tactics in small-unit operations.",None
MIL 223.,  Military Science II.  2 Credits.,Self and team development in Army operations; comprehension and use of the five-paragraph Operations Order; tactics; land navigation.,None
MIL 321.,  Military Science III.  4 Credits.,"Teaches the sixteen leadership dimensions and application to infantry tactics, operation orders, and orienteering. Lectures, laboratory, field training exercises.Requisites:Pre- or coreq:MIL 223.",None
MIL 322.,  Military Science III.  4 Credits.,"Strengthens individual abilities with experience in marksmanship, drill, and tactics. Lectures, laboratory, field training exercises.Requisites:Prereq:MIL 223",None
MIL 323.,  Military Science III.  4 Credits.,"Evaluates leadership abilities in tactical and nontactical settings. Lectures, laboratory, field training exercises.Requisites:Prereq:MIL 223",None
MIL 331.,  Physical Training.  1 Credit.,"Emphasizes physical fitness and overall good health. Focus is on the intensity, duration, and frequency of fitness training, resulting in improved health and physical fitness. Repeatable five times for a maximum of 6 credits.Repeatable 5 times for a maximum of 6 creditsAdditional Information:General Limitation applies: Activity Course",None
MIL 405.,  Reading and Conference: [Topic].  1-3 Credits.,Repeatable once.Repeatable 99 times,None
MIL 410.,  Experimental Course: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,None
MIL 421.,  Military Science IV.  4 Credits.,"Planning, evaluating, and conducting unit training and practical exercises. Lectures, laboratory, and field training exercises.Requisites:Prereq:MIL 323.",None
MIL 422.,  Military Science IV.  4 Credits.,"Study of judicial and nonjudicial proceedings and administrative actions available to commanders. Lectures, laboratory, and field training exercises.Requisites:Prereq:MIL 323.",None
MIL 423.,  Military Science IV.  4 Credits.,"Duties and responsibilities of a lieutenant; ethical decision making, counseling subordinates, evaluation reports, transition to active duty. Lectures, laboratory, and field training exercises.Requisites:Prereq:MIL 323.",None
ANTM 196.,  Field Studies: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ANTM 198.,  Laboratory Projects: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ANTM 199.,  Special Studies: [Topic].  1-5 Credits.,RepeatableRepeatable 99 times,None
ANTM 299.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTM 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTM 401.,  Research: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,None
ANTM 403.,  Thesis.  1-12 Credits.,RepeatableRepeatable 99 times,None
ANTM 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ANTM 405.,  Special Problems: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ANTM 406.,  Field Studies: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ANTM 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTM 408.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,None
ANTM 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ANTM 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTM 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTM 508.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,None
ANTM 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTM 601.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTM 603.,  Dissertation.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTM 605.,  Special Problems: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTM 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTM 609.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
MUS 125.,  Understanding Music.  4 Credits.,"Presents the basic elements of music, historical style periods of Western art music, development of jazz and popular music.Additional Information:Arts & Letters Area",None
MUS 126.,  Music Theory Fundamentals.  3 Credits.,"Introduction to musical notation and basic musical elements, such as staves, clefs, rhythmic values, scales, and chords. Requires no musical background.",None
MUS 131.,  Music Theory I.  2 Credits.,"Elementary study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 134is prereq or co-req.",None
MUS 132.,  Music Theory II.  2 Credits.,"Elementary study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 131,MUS 134,MUS 137, or satisfactory placement test score.",None
MUS 133.,  Music Theory III.  2 Credits.,"Elementary study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 132,MUS 135,MUS 138, or satisfactory placement test score.",None
MUS 134.,  Aural Skills I.  2 Credits.,"Elementary ear training through sight singing, dictation, and related activities. Sequence withMUS 135,MUS 136,MUS 234,MUS 235.Requisites:Prereq:MUS 131is prereq or co-req.",None
MUS 135.,  Aural Skills II.  2 Credits.,"Elementary ear training through sight singing, dictation, and related activities. Sequence.Requisites:Prereq:MUS 131,MUS 134,MUS 137or satisfactory placement test score.",None
MUS 136.,  Aural Skills III.  2 Credits.,"Elementary ear training through sight singing, dictation, and related activities. Sequence.Requisites:Prereq:MUS 132,MUS 135,MUS 138or satisfactory placement test score.",None
MUS 137.,  Keyboard Skills I.  1 Credit.,"Performance of rhythmic patterns, scales, intervals, and chord progressions. Harmonization, transposition, improvisation, and figured bass on the keyboard. Sequence. Keyboard lab fee.Requisites:Coreq:MUS 131,MUS 134.",None
MUS 138.,  Keyboard Skills II.  1 Credit.,"Performance of rhythmic patterns, scales, intervals, and chord progressions. Harmonization, transposition, improvisation, and figured bass on the keyboard. Sequence. Keyboard lab fee.Requisites:Prereq:MUS 131,MUS 134,MUS 137or satisfactory placement test score.",None
MUS 139.,  Keyboard Skills III.  1 Credit.,"Performance of rhythmic patterns, scales, intervals, and chord progressions. Harmonization, transposition, improvisation, and figured bass on the keyboard. Sequence. Keyboard lab fee.Requisites:Prereq:MUS 132,MUS 135,MUS 138or satisfactory placement test score.",None
MUS 141.,  Popular Piano and Musicianship I.  4 Credits.,"Understanding general musicianship—what it is and how it relates to genre and culture—in popular music. Sequence withMUS 142,MUS 143.Additional Information:Cultural Literacy: US: Difference, Inequality, Agency",None
MUS 142.,  Popular Piano and Musicianship II.  4 Credits.,"Continuing study of musicianship—integrated music theory, ear training, and piano—through piano instruction in popular music styles. Sequence withMUS 141,MUS 143.Requisites:Prereq:MUS 141.",None
MUS 143.,  Popular Piano and Musicianship III.  4 Credits.,"Continuing study of musicianship—integrated music theory, ear training, and piano—through piano instruction in popular music styles. Sequence withMUS 141,MUS 142.Requisites:Prereq:MUS 142.",None
MUS 151.,  Popular Songwriting.  4 Credits.,"Composing and producing songs using software applications and studying historical examples to understand how musical techniques reflect societal trends and express ideas. Music background optional. Laboratory fee.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",None
MUS 155.,  Introduction to Lyric Diction.  2 Credits.,"Introduction to pronunciation of standard languages for students pursuing careers related to singing. The International Phonetic Alphabet is applied to the texts of simple repertoire. English, Italian, Spanish.",None
MUS 156.,  Introduction to Lyric Diction.  2 Credits.,"Introduction to pronunciation of standard languages for students pursuing careers related to singing. The International Phonetic Alphabet is applied to the texts of simple repertoire. German, French.Requisites:Prereq:MUS 155.",None
MUS 198.,  Workshop: [Topic].  1-2 Credits.,Repeatable.Repeatable 99 times,None
MUS 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
MUS 227.,  Elements of Electronic Music.  4 Credits.,"Introduction to experimental and popular electronic music. Topics include fundamental elements of musical construction, history, technology, composers, musicians, copyright law, sampling, styles, and aesthetics.Additional Information:Arts & Letters Area",None
MUS 231.,  Music Theory IV.  2 Credits.,"Study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 133,MUS 136,MUS 139or satisfactory placement test score.",None
MUS 232.,  Music Theory V.  2 Credits.,"Study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 231or satisfactory placement test score.",None
MUS 233.,  Music Theory VI.  2 Credits.,"Study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 232or satisfactory placement test score.",None
MUS 234.,  Aural Skills IV.  2 Credits.,"Ear training through sight singing, dictation, and related activities. Sequence.Requisites:Prereq:MUS 133,MUS 136,MUS 139or satisfactory placement test score.",None
MUS 235.,  Aural Skills V.  2 Credits.,"Ear training through sight singing, dictation, and related activities. Sequence.Requisites:Prereq:MUS 234or satisfactory placement test score.",None
MUS 240.,  Composition I.  3 Credits.,"Introduction to musical composition. Problems of notation, scoring for instruments, basic concepts of form; contemporary techniques; emphasis on student's own beginning creative work. Sequence.Requisites:Prereq:MUS 133,MUS 136,MUS 139or equivalent.",None
MUS 241.,  Composition I.  3 Credits.,"Introduction to musical composition. Problems of notation, scoring for instruments, basic concepts of form; contemporary techniques; emphasis on student's own beginning creative work. Sequence.Requisites:Prereg:MUS 240.",None
MUS 242.,  Composition I.  3 Credits.,"Introduction to musical composition. Problems of notation, scoring for instruments, basic concepts of form; contemporary techniques; emphasis on student's own beginning creative work. Sequence.Requisites:Prereq:MUS 241.",None
MUS 249.,  Popular Music Analysis.  3 Credits.,"Analysis of popular songs in diverse styles, focusing on form, harmony, timbre, rhythm, and lyrics.Requisites:Prereq:MUS 131,MUS 134; one fromMUS 132,MUS 151.",None
MUS 250.,  Popular Musics in Global Context.  4 Credits.,"Surveys the global popular music landscape of the 20th and 21st centuries, with an emphasis on identity and cultural mixture.Additional Information:Cultural Literacy: Global Perspectives",None
MUS 263.,  US Popular Music 1800 to 1930.  4 Credits.,"This class examines the origins and development of popular music in the USA from its roots in the 19th century through the 1920s.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",None
MUS 264.,  US Popular Music 1930 to 1965.  4 Credits.,"This class examines the development of popular music in the USA from 1930 to 1965, including swing, blues, and the rise of rock ’n’ roll.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",None
MUS 265.,  US Popular Music 1965 to 2000.  4 Credits.,"This class examines the development of popular music in the USA from 1965-2000 by contrasting mainstream rock with various “alternative” genres.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",None
MUS 267.,  History of Music 800 to 1600.  4 Credits.,"Study of the history and evolution of music, principally Western art music, from the early Middle Ages through the Renaissance.Requisites:Prereq:MUS 133,WR 121Z.",None
MUS 268.,  Survey of Music History 1600 to 1800.  4 Credits.,"Study of the history and evolution of music, principally Western art music, from the early Middle Ages to the present.Requisites:Prereq:WR 121Z.",None
MUS 269.,  Survey of Music History 1800 to Present.  4 Credits.,"Key themes in the history, culture, aesthetics, and social context of Western art music from 1800 to the present.Requisites:Prereq:WR 121Z.",None
MUS 270.,  History of the Blues.  4 Credits.,"Traces blues music from its African and African American roots through its 20th-century history and its influence on the values of jazz, rhythm and blues, and country music.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",None
MUS 281.,  Music of the Woodstock Generation.  4 Credits.,"Examines the relationship between popular music and social upheavals in the United States during the 1960s.Additional Information:Cultural Literacy: US: Difference, Inequality, Agency",None
MUS 327.,  Analysis: [Topic].  3 Credits.,Techniques of analysis in various types of music.  Repeatable up to five times with change of topic.Requisites:Prereq:MUS 233.Repeatable 5 times for a maximum of 18 credits when topic changes,None
MUS 340.,  Composition II.  3 Credits.,"Composition and public performance of small works for piano, voice, and small ensembles.Requisites:Prereq:MUS 242or equivalent.",None
MUS 341.,  Composition II.  3 Credits.,"Composition and public performance of small works for piano, voice, and small ensembles.Requisites:Prereq:MUS 340.",None
MUS 342.,  Composition II.  3 Credits.,"Composition and public performance of small works for piano, voice, and small ensembles.Requisites:Prereq:MUS 341.",None
MUS 346.,"  Music, Money, and the Law.  4 Credits.","Explores theory and history of relationship between money and music, and corresponding laws that govern and shape that relationship. Topics include copyright, contract rights, media distribution technology, marketing, unions.",None
MUS 351.,  The Music of Bach and Handel.  4 Credits.,"Compositions by Bach and Handel such as organ chorales, cantatas, oratorios, operas, and masses; cultural context in Germany, France, Italy, and England for the development of their styles.Additional Information:Arts & Letters Area",None
MUS 358.,  Music in World Cultures.  4 Credits.,"Explores the music of three world regions in their sociocultural context. Emphasis on listening skills, relationships between music and culture, aesthetics, styles, genres, music structures and forms, and participatory music making.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
MUS 359.,  Music of the Americas.  4 Credits.,"African American, Latin American, and Native American music in sociocultural context. Includes listening skills, music-culture relationship, aesthetics, styles, genres, music structures and forms, and participatory music making.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",None
MUS 360.,"  Hip-Hop History, Culture, Aesthetics.  4 Credits.","Examines the history and evolution of hip-hop and rap music in the late 20th and early 21st centuries.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",None
MUS 363.,  The Beatles and Their Times.  4 Credits.,Presents and examines the music of the Beatles in the context of post–World War II English and United States cultures and 1960s Western youth cultures.Additional Information:Arts & Letters Area,None
MUS 367.,  Survey of African Music.  4 Credits.,"Students analyze musical expression—including traditional, neotraditional, and contemporary mass mediated popular music (Afro-pop)—in Africa and the diaspora.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
MUS 380.,  Film Music.  4 Credits.,"Film is one of the most culturally significant art forms of the 20th–21st centuries, and music has always played a crucial role in its production and experience. This class introduces students to the history and analysis of film music from silent cinema to the present.Additional Information:Arts & Letters Area",None
MUS 384.,  Introduction to Conducting.  2 Credits.,"Introduction to conducting with emphasis on the art and study of conducting, baton and left-hand technique, nonverbal (facial and body) communication, leadership, terminology, transpositions, and score reading.Requisites:Prereq:MUS 233.",None
MUS 391.,  Collegium Musicum.  1-3 Credits.,"Study of music repertoire of the medieval, Renaissance, and baroque periods through rehearsals and extensive sight-reading; vocal and instrumental repertoire. Ensemble fee.Repeatable up to 6 times.Requisites:Prereq: audition.Repeatable 6 times",None
MUS 393.,  Oregon Electronic Device Orchestra.  2 Credits.,Performance ensemble that uses data-driven musical instruments in combination with software and hardware to perform music and intermedia compositions. Repeatable eleven times for a maximum of 24 credits.Requisites:Prereq:MUS 447orMUS 448.Repeatable 11 times for a maximum of 24 credits,None
MUS 394.,  Chamber Ensemble: [Topic].  1-2 Credits.,"Participation in a chamber music ensemble. Accompanying, Brass, Chamber Ensemble, Hip-Hop Ensemble, Popular Music Ensemble, Jazz Guitar Ensemble, Oregon Percussion Ensemble, String Chamber Ensemble, Studio Guitar Ensemble, Trombone Ensemble, Tuba and Euphonium Ensemble, Woodwind Chamber Ensemble. Repeatable 11 times for a maximum of 24 credits.Requisites:Prereq: Audition for certain of the chamber ensembles listed above, per instructor. No audition for Brass Chamber Ensemble, String Chamber Ensemble, or Woodwind Chamber Ensemble.Repeatable 11 times for a maximum of 24 credits",None
MUS 395.,  Band: [Topic].  1-2 Credits.,"Participation in a band. Repeatable. Green Garter Band, Oregon Basketball Band, Oregon Marching Band, Oregon Wind Ensemble, UO Campus Band, Oregon Wind Symphony, Yellow Garter Band. Ensemble fee for Oregon Wind Ensemble, Oregon Wind Symphony, UO Campus Band.Requisites:Prereq: audition (except UO Campus Band and Oregon Marching Band).Repeatable 11 times for a maximum of 24 credits",None
MUS 396.,  Orchestra: [Topic].  1-2 Credits.,"Participation in an orchestra. University Symphony Orchestra, Campus Orchestra. Ensemble fee. Repeatable 11 times for a maximum of 24 credits.Requisites:Prereq: audition (except Campus Orchestra).Repeatable 11 times for a maximum of 24 credits",None
MUS 397.,  Chorus: [Topic].  2 Credits.,"Participation in a choral ensemble. Chamber Choir, Concert Choir, Gospel Singers, Repertoire Singers, University Gospel Choir, University Gospel Ensemble, University Singers, Women's Choir. Ensemble fee. Repeatable.Requisites:Prereq: audition or voice screening (except Concert Choir and Gospel Choir).Repeatable 11 times for a maximum of 24 credits",None
MUS 398.,  Opera Workshop.  2 Credits.,"Traditional and contemporary repertory for musical theater through analysis, rehearsal, and performance of complete and excerpted works; training in stage movement, diction, and rehearsal techniques. Repeatable eleven times for a maximum of 24 credits.Requisites:Prereq: audition.Repeatable 11 times for a maximum of 24 credits",None
MUS 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
MUS 401.,  Research: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,None
MUS 402.,  Supervised Tutoring.  1-12 Credits.,Repeatable.Repeatable 99 times,None
MUS 403.,  Thesis.  1-12 Credits.,Repeatable.Repeatable 99 times,None
MUS 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
MUS 405.,  Reading and Conference: [Topic].  1-5 Credits.,Repeatable. Individual study of topics agreed upon by the student and faculty adviser.Requisites:Prereq: completion of all regularly scheduled courses related to the topic or equivalent.Repeatable 99 times,None
MUS 407.,  Seminar: [Topic].  1-5 Credits.,"Repeatable. Various topics at an advanced level, offered periodically according to student and faculty interest and availability.Repeatable 99 times",None
MUS 408.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,None
MUS 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
MUS 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable. Recent courses include Meditation for Performers and Andean Music Ensemble.Repeatable 99 times,None
MUS 416.,  Post-Tonal Theory I.  3 Credits.,Introduction to theory and analysis of post-tonal music. Concepts of pitch-class set analysis and practical applications. Sequence. Offered alternate years.Requisites:Prereq:MUS 327.,None
MUS 417.,  Post-Tonal Theory II.  3 Credits.,Introduction to theory and analysis of post-tonal music. Concepts of pitch-class set analysis and practical applications. Sequence. Offered alternate years.Requisites:Prereq:MUS 416.,None
MUS 421.,  The Collaborative Pianist.  2 Credits.,"Comprehensive study of techniques and literature for artistic ensemble performance by pianists. Includes chamber music, art song, opera arias, accompaniment, sight-reading, and orchestral reduction skills. Sequence. Repeatable once each for maximum of 4 credits per course.Requisites:Prereq: MUP 271 or above.Repeatable 1 time for a maximum of 4 credits",None
MUS 422.,  The Collaborative Pianist.  2 Credits.,"Comprehensive study of techniques and literature for artistic ensemble performance by pianists. Includes chamber music, art song, opera arias, accompaniment, sight-reading, and orchestral reduction skills. Sequence. Repeatable once each for maximum of 4 credits per course.Requisites:Prereq:MUS 421.Repeatable 1 time for a maximum of 4 credits",None
MUS 423.,  The Collaborative Pianist.  2 Credits.,"Comprehensive study of techniques and literature for artistic ensemble performance by pianists. Includes chamber music, art song, opera arias, accompaniment, sight-reading, and orchestral reduction skills. Sequence. Repeatable once each for maximum of 4 credits per course.Requisites:Prereq:MUS 422.Repeatable 1 time for a maximum of 4 credits",None
MUS 428.,  Cultures of Musical Celebrity.  3 Credits.,"Examines the cultural phenomenon of celebrity among musicians, composers, and audiences from antiquity to the present. Topics include cults, crowds, branding, shrines, and charisma.Requisites:Prereq:WR 122ZorWR 123.",None
MUS 430.,  Tonal Analysis: Linear Prolongational Analysis.  3 Credits.,Introduction to techniques of linear/prolongational analysis; exploration of connections between contrapuntal structures and small musical forms.Requisites:Prereq:MUS 327.,None
MUS 431.,  Tonal Analysis: Form in Tonal Music.  3 Credits.,"Exploration of the analysis of form in music from the Baroque, Classical, and Romantic eras; covers Sonata Theory, form-functional theory, processual approaches to form, and the relationship between formal types and linear structures.Requisites:Prereq:MUS 327.",None
MUS 432.,  Tonal Analysis: Analysis of Popular Music.  3 Credits.,"Exploration of the analysis of popular music, with repertoire from the 1960s to the present; discussion of methodologies adapted from traditional music theory, including form, harmony, meter, and rhythm, as well as more repertoire-specific topics, such as timbre, texture, and lyrics.Requisites:Prereq:MUS 327.",None
MUS 433.,  Counterpoint.  4 Credits.,"Study of modal and tonal counterpoint through analysis and composition: 16th-century sacred polyphony.Requisites:Prereq:MUS 233, MUS 236.",None
MUS 434.,  Counterpoint.  4 Credits.,Study of modal and tonal counterpoint through analysis and composition: baroque imitative counterpoint.Requisites:Prereq:MUS 433.,None
MUS 435.,  Counterpoint.  4 Credits.,"Study of modal and tonal counterpoint through analysis and composition: varies—typically devoted to more advanced fugal writing, 20th-century counterpoint, or other modal composition.Requisites:Prereq:MUS 434.",None
MUS 436.,  World Music Ensemble: [Topic].  2 Credits.,Students engage the embodied practices and sociocultural contexts of diverse music-dance practices associated with the world music categories specified in the topic.Repeatable once for a maximum of 4 credits.Repeatable 1 time for a maximum of 4 creditsAdditional Information:Cultural Literacy: Global Perspectives,None
MUS 438.,  Composers Forum.  1 Credit.,Formulation of a two- or three-concert series of student compositions; sessions with visiting composers and UO performers and listening projects related to these residencies. Repeatable eleven times for a maximum of 12 credits.Repeatable 11 times for a maximum of 12 credits,None
MUS 440.,  Composition III.  3 Credits.,Composition and public performance of works including large or chamber ensembles. Preparation of works for senior recital. Repeatable twice for a maximum of 9 credits.Requisites:Prereq:MUS 342.Repeatable 2 times for a maximum of 9 credits,None
MUS 441.,  Composition III.  3 Credits.,Composition and public performance of works including large or chamber ensembles. Preparation of works for senior recital. Repeatable once for a maximum of 6 credits.Requisites:Prereq:MUS 440.Repeatable 1 time for a maximum of 6 credits,None
MUS 442.,  Composition III.  3 Credits.,Composition and public performance of works including large or chamber ensembles. Preparation of works for senior recital. Repeatable once for a maximum of 6 credits.Requisites:Prereq:MUS 441.Repeatable 1 time for a maximum of 6 credits,None
MUS 445.,  Electronic Composition.  3 Credits.,"Develops an elementary understanding about how computers and software are used to process digital audio and create musical compositions. Laboratory fee. Repeatable twenty-four times for maximum of 75 credits.Requisites:Prereq:MUS 447,MUS 448,MUS 476.Repeatable 24 times for a maximum of 75 credits",None
MUS 447.,  Digital Audio and Sound Design.  4 Credits.,"Examines concepts of digital audio representation, sampling, and processing; considers audio mixing, basic synthesis, and sound modification techniques and fundamentals of electroacoustic composition. Laboratory fee. Repeatable once for a maximum of 8 credits.Repeatable 1 time for a maximum of 8 credits",None
MUS 448.,  Interactive Media Performance.  3 Credits.,"Examines concepts of interactive performance using MIDI, digital audio, and video processing, and considers issues related to designing performance algorithms in software. Laboratory fee. Repeatable once for a maximum of 6 credits.Repeatable 1 time for a maximum of 6 credits",None
MUS 450.,  Sensor Music.  3 Credits.,"Repeatable. Examines the fundamental principles for microprocessors and sensor interface design within the context of musical performance, composition, and improvisation. Repeatable thrice for a maximum of 12 credits.Requisites:Prereq:MUS 448.Repeatable 3 times for a maximum of 12 credits",None
MUS 451.,  Introduction to Ethnomusicology.  4 Credits.,"World musics studied in their social and cultural contexts. Compares the varied approaches, ideas, and methods of selected American and European researchers since 1980.Additional Information:Cultural Literacy: Global Perspectives",None
MUS 452.,  Musical Instruments of the World.  4 Credits.,"Examines instruments of the world in their cultural contexts. Covers cross-cultural issues and focuses on particular geographic areas. Includes films, recordings, live demonstrations.Additional Information:Cultural Literacy: Global Perspectives",None
MUS 455.,  Lyric Diction.  3 Credits.,Analysis and International Phonetic Alphabet transcription of song and opera texts with emphasis on the singer's approach to performance. Offered alternate years.Requisites:Prereq:MUS 156.,None
MUS 456.,  Lyric Diction.  3 Credits.,Analysis and International Phonetic Alphabet transcription of song and opera texts with emphasis on the singer's approach to performance. Offered alternate years.Requisites:Prereq:MUS 156.,None
MUS 462.,  Popular Musics in the African Diaspora.  4 Credits.,"Examines social and historical contexts of popular musics in the African diaspora from the 20th century forward. Geographic focus is North America, the Caribbean, and Africa.Additional Information:Cultural Literacy: Global Perspectives",None
MUS 463.,  Popular Music Studies.  4 Credits.,"This seminar explores current research and foundational texts in the interdisciplinary field of popular music studies.Requisites:Prereq: Two fromMUS 263,MUS 264,MUS 265.",None
MUS 467.,  Solo Vocal Music.  3 Credits.,"Solo songs with accompaniment; the lute air and Purcell; 19th-century art songs in Germany and France; 20th-century British, American, and Continental song literature; development of bases for artistic performance and sound critical judgment through study of text, voice, and accompaniment. Offered alternate years.Requisites:Prereq:MUS 269or equivalent.",None
MUS 468.,  Solo Vocal Music.  3 Credits.,"Solo songs with accompaniment; the lute air and Purcell; 19th-century art songs in Germany and France; 20th-century British, American, and Continental song literature; development of bases for artistic performance and sound critical judgment through study of text, voice, and accompaniment. Offered alternate years.Requisites:Prereq:MUS 269or equivalent.",None
MUS 470.,  History of Electroacoustic Music.  3 Credits.,"Examines the development of aesthetic movements, styles, media, instruments, and performance practice related to electroacoustic music. Repeatable once with no conditions.Requisites:Prereq: Standing as a music technology major or meeting the prerequisites for history survey courses.Repeatable 1 time for a maximum of 6 credits",None
MUS 471.,  Musical Performance Networks.  3 Credits.,Examines various types of network architectures and data-processing and mapping strategies that can be applied to real-time musical outcomes. Repeatable three times for a maximum of 12 credits with no conditions.Repeatable 3 times for a maximum of 12 credits,None
MUS 474.,  History of Opera I: 1600-1800.  4 Credits.,"A study of the history of opera from 1600-1800. The course focuses on four thematic pillars: intellectual movements that spurred the early development of opera; critical debates about the relationship between music, text, spoken drama, and dance; opera as a medium for politics; and opera's patrons, audiences, and developing industry as it moved between courts and public opera houses.Requisites:Prereq:MUS 268or equivalent;MUS 133recommended.",None
MUS 475.,  History of Opera.  4 Credits.,"Critical study of the musical and dramatic content of operas forming the standard international repertoire, from Mozart to the present.Requisites:Prereq:MUS 269or equivalent.",None
MUS 476.,  Digital Audio Workstation Techniques I.  3 Credits.,"Explores the sequencing, editing, and routing of MIDI and digital audio using a computer. Basic Mac skills recommended. Series withMUS 477andMUS 478. Repeatable once for a maximum of 6 credits. Laboratory fee.Repeatable 1 time for a maximum of 6 credits",None
MUS 477.,  Digital Audio Workstation Techniques II.  3 Credits.,"Explores the principles and techniques of audio mixing, sound design, and music production using a computer. Series withMUS 476andMUS 478. Repeatable once for a maximum of 6 credits. Laboratory fee.Requisites:Prereq:MUS 476.Repeatable 1 time for a maximum of 6 credits",None
MUS 478.,  Digital Audio Workstation Techniques III.  3 Credits.,"Explores advanced techniques of mixing, the principles of mastering, and digital distribution using a computer. Series withMUS 476andMUS 477. Repeatable once for a maximum of 6 credits. Laboratory fee.Requisites:Prereq:MUS 476.Repeatable 1 time for a maximum of 6 credits",None
MUS 479.,  Data Sonification.  4 Credits.,"Sonification uses non-speech sound to reveal new insights about data, insights that may be missed using visualizations and other graphic representations of data. The course explores developing audio applications for discovery and research and covers work in the fields of data sonification and auditory display.",None
MUS 480.,  Audio Production Techniques I.  3 Credits.,"Hardware and software techniques for use in a music recording studio environment, including microphone usage, recording techniques, and digital production.  Sequence withMUS 481,MUS 482. Laboratory fee.",None
MUS 481.,  Audio Recording Techniques II.  3 Credits.,"Application of advanced recording techniques.  Sequence withMUS 480,MUS 482. Laboratory fee.Requisites:Pre- or coreq:MUS 480.",None
MUS 482.,  Audio Recording Techniques III.  3 Credits.,"Focuses on the production concepts and techniques necessary to produce a full-length, professional-quality compact disc. Sequence withMUS 480,MUS 481. Laboratory fee.Requisites:Prereq:MUS 481.",None
